CUI,STR
C0013374,Dysgammaglobulinemia
C0013377,Dysgerminoma
C0013384,Dyskinesia
C0013386,Drug-induced dyskinesia
C0013390,Dysmenorrhea
C0013390,Menstrual cramp
C0013390,Period pain present
C0013393,Dysostosis
C0013394,Pain in female genitalia on intercourse
C0013403,B-K mole (nevus) syndrome
C0013405,Paroxysmal dyspnea
C0013415,Dysthymia
C0013423,Primary torsion dystonia
C0013423,Torsion dystonia
C0013426,Dystrophy of vulva
C0013447,Disorder of ear
C0013449,Neoplasm of ear
C0013467,Infection by Theileria parva
C0013473,Eating disorder
C0013502,Echinococcosis
C0013504,Echinococcosis of liver
C0013514,Echinostomiasis
C0013514,Infection by Echinochasmus
C0013528,Echolalia
C0013533,Echovirus disease
C0013537,Eclampsia
C0013568,Ecthyma
C0013570,Orf virus disease
C0013575,Ectodermal dysplasia
C0013575,Congenital ectodermal defect
C0013592,Ectropion
C0013595,Eczema
C0013677,Nutrition deficiency due to insufficient food
C0013680,Effects of thirst
C0013691,Chylous effusion
C0013720,Ehlers-Danlos syndrome
C0013743,Eisenmenger's complex
C0013743,Eisenmenger's syndrome
C0013772,Elderly person maltreatment
C0013884,Lymphatic filariasis
C0013902,Hereditary elliptocytosis
C0013903,Chondroectodermal dysplasia
C0013912,Infection by Retortamonas intestinalis
C0013927,Amniotic fluid embolus
C0013927,Amniotic fluid embolism
C0013930,Tumor embolus
C0014008,Empty sella syndrome
C0014009,Empyema
C0014012,Empyema of gallbladder
C0014013,Abscess of pleural cavity
C0014013,Abscess of thorax
C0014013,Empyema of pleura
C0014014,Tuberculous empyema
C0014038,Encephalitis
C0014040,Encephalitis lethargica
C0014053,California encephalitis virus infection neuroinvasive disease
C0014053,California encephalitis virus infection
C0014053,California serogroup virus neuroinvasive disease
C0014054,Encephalitis due to European subtype of tick-borne encephalitis virus
C0014055,Arbovirus encephalitis
C0014055,"Arthropod-borne viral encephalitis, vector unknown"
C0014055,Epidemic encephalitis
C0014057,Japanese encephalitis virus disease
C0014058,"Encephalitis, myelitis and encephalomyelitis"
C0014059,Acute disseminated encephalomyelitis
C0014060,St. Louis encephalitis virus infection
C0014060,Neuroinvasive St. Louis encephalitis virus infection
C0014061,Viral encephalitis transmitted by tick
C0014061,Tick-borne encephalitis
C0014068,Encephalomalacia
C0014070,Encephalomyelitis
C0014077,Acute hemorrhagic leukoencephalitis
C0014078,Venezuelan equine encephalitis virus infection
C0014084,Enchondromatosis
C0014089,Functional encopresis
C0014100,Endarteritis
C0014117,Endocardial fibroelastosis
C0014118,Endocarditis
C0014121,Bacterial endocarditis
C0014122,Subacute bacterial endocarditis
C0014126,Endocervical polyp
C0014127,Endocervicitis
C0014130,Disorder of endocrine system
C0014132,Neoplasm of endocrine system
C0014132,Neoplasm of endocrine gland
C0014145,Yolk sac tumor
C0014145,Endodermal sinus tumor
C0014170,Neoplasm of endometrium
C0014173,Endometrial hyperplasia
C0014175,Endometriosis
C0014175,Endometriosis (clinical)
C0014177,Endometriosis of fallopian tube
C0014179,Endometritis
C0014183,Restrictive cardiomyopathy with endomyocardial fibrosis
C0014234,Endophlebitis
C0014236,Endophthalmitis
C0014236,Inflammatory disorder of the eye
C0014238,Parasitic endophthalmitis
C0014306,Enophthalmos
C0014324,Infection by Entamoeba
C0014335,Enteritis of small intestine
C0014336,Enteritis necroticans
C0014347,Infection due to Enterobacteriaceae
C0014356,Enterocolitis
C0014364,Concretion of intestine
C0014364,Enterolith
C0014371,Enterotoxemia
C0014378,Disease due to Enterovirus
C0014390,Entropion
C0014434,Detergent asthma
C0014458,Tropical pulmonary eosinophilia
C0014473,Ependymitis
C0014474,Ependymoma
C0014476,Eperythrozoonosis
C0014488,Epicondylitis
C0014493,Epidemic keratoconjunctivitis
C0014498,Epidemic vomiting syndrome
C0014518,Lyell syndrome
C0014522,Epidermodysplasia verruciformis
C0014531,Tinea due to Epidermophyton floccosum
C0014534,Epididymitis
C0014536,Neoplasm of extradural space
C0014541,Epiglottitis
C0014544,Epilepsy
C0014544,Seizure disorder
C0014547,Localization-related epilepsy
C0014548,Generalized epilepsy
C0014549,Tonic-clonic epilepsy
C0014553,Absence seizure
C0014553,Typical absence seizure
C0014556,Temporal lobe epilepsy
C0014557,Post-traumatic epilepsy
C0014574,Epiphysitis
C0014583,Episcleritis
C0014599,Epithelial hyperplasia
C0014647,Giant cell epulis
C0014718,Candidal intertrigo
C0014733,Erysipelas
C0014736,Erysipelothrix
C0014740,Erythema chronica migrans
C0014741,Erythema induratum
C0014741,Tuberculosis cutis indurativa
C0014742,Erythema multiforme
C0014743,Erythema nodosum
C0014744,Tuberculous erythema nodosum
C0014747,Erythematosquamous dermatosis
C0014752,Erythrasma
C0014761,Hemolytic disease of fetus OR newborn due to isoimmunization
C0014804,Erythromelalgia
C0014805,Primary erythromelalgia
C0014808,Allergy to erythromycin
C0014818,Erythroplakia
C0014836,Infection due to Escherichia coli
C0014848,Achalasia of esophagus
C0014852,Disorder of esophagus
C0014858,Esophageal dysmotility
C0014859,Neoplasm of esophagus
C0014863,Diffuse spasm of esophagus
C0014867,Esophageal varices
C0014868,Esophagitis
C0014877,Esotropia
C0014903,Esthiomene
C0015029,Ethmoidal sinusitis
C0015190,Sick-euthyroid syndrome
C0015231,Exanthema subitum
C0015263,Exercise induced bronchospasm
C0015269,Exhibitionism
C0015300,Exophthalmos
C0015302,External hyperostosis
C0015310,Exotropia
C0015310,Divergent concomitant strabismus
C0015366,Extramedullary hematopoiesis of spleen
C0015371,Extrapyramidal disease
C0015397,Disorder of eye
C0015397,Disorder of eye region
C0015403,Eye infection
C0015404,Bacterial infection of eye
C0015405,Fungal infection of eye
C0015406,Parasitic eye infection
C0015407,Viral eye infection
C0015414,Neoplasm of eye proper
C0015423,Disorder of eyelid
C0015424,Tumor of eyelid
C0015458,Facial hemiatrophy
C0015458,Progressive hemifacial atrophy
C0015461,Neoplasm of face
C0015464,Facial nerve disorder
C0015467,Facial neuralgia
C0015469,Facial palsy
C0015480,Factitious disorder
C0015481,Factitious disorder with predominantly psychological signs and symptoms
C0015499,Hereditary factor V deficiency disease
C0015503,Factor VII deficiency
C0015519,Factor X deficiency
C0015523,Hereditary factor XI deficiency disease
C0015526,Factor XII deficiency disease
C0015530,Hereditary factor XIII deficiency disease
C0015544,Failure to thrive
C0015556,Fallopian tube disorder
C0015558,Neoplasm of fallopian tube
C0015624,Fanconi syndrome
C0015625,Fanconi's anemia
C0015632,Encephalitis due to Far Eastern tick-borne encephalitis virus
C0015634,Farmers' lung
C0015645,Fasciitis
C0015652,Infection by Fasciola
C0015655,Infection by Fascioloides
C0015656,Infection by Fasciolopsis buski
C0015674,Chronic fatigue syndrome
C0015674,Postviral fatigue syndrome
C0015696,Alcoholic fatty liver
C0015702,Favism
C0015732,Incontinence of feces
C0015773,Felty's syndrome
C0015786,Female sexual arousal disorder
C0015807,Neoplasm of femur
C0015923,Fetal alcohol syndrome
C0015929,Fetal disorder
C0015931,Fetal distress affecting management of mother
C0015934,Fetal growth restriction
C0015957,Fetishism
C0016024,Fibroadenosis
C0016024,Adenofibrosis
C0016033,Nonproliferative fibrocystic disease
C0016034,Fibrocystic disease of breast
C0016037,Progressive myositis ossificans
C0016038,Fibroelastosis
C0016045,Fibroma
C0016048,Fibromatosis
C0016052,Fibromuscular dysplasia of wall of artery
C0016052,Fibromuscular dysplasia
C0016053,Fibromyalgia
C0016053,Fibromyositis
C0016053,Fibrositis
C0016053,Muscular rheumatism
C0016053,Myofascial pain syndrome
C0016057,Fibrosarcoma
C0016064,Monostotic fibrous dysplasia
C0016065,Polyostotic fibrous dysplasia of bone
C0016085,Disease due to superfamily Filarioidea
C0016089,Ozzardian filariasis
C0016142,Pyromania
C0016142,Firesetting
C0016167,Anal fissure
C0016395,Focal dermal hypoplasia
C0016397,Localized infection
C0016399,Simple partial seizure with motor dysfunction
C0016399,Focal motor seizure
C0016412,Folic acid deficiency
C0016429,Follicular cyst of ovary
C0016436,Folliculitis
C0016436,Hair follicle inflammation
C0016510,Disorder of foot
C0016545,Foreign body granuloma of muscle
C0016632,Apocrine miliaria
C0016667,Fragile X syndrome
C0016719,Friedreich's ataxia
C0016724,Adiposogenital dystrophy
C0016735,Frontal sinusitis
C0016738,Frotteurism
C0016751,Hereditary fructosuria
C0016756,Fructose-biphosphatase deficiency
C0016781,Fuchs' corneal dystrophy
C0016782,Fuchs' heterochromic cyclitis
C0016788,Fucosidosis
C0016807,Functional disorder of intestine
C0016808,Functional disorders of polymorphonuclear neutrophils
C0016952,Galactosemia
C0016977,Disorder of gallbladder
C0016978,Neoplasm of gallbladder
C0017075,Ganglioneuroma
C0017075,Gangliocytoma
C0017083,Gangliosidosis
C0017086,Gangrene
C0017086,Gangrenous disorder
C0017097,Gardner syndrome
C0017105,Gas gangrene
C0017145,Gastric varices
C0017150,Gastrinoma
C0017152,Gastritis
C0017154,Atrophic gastritis
C0017155,Hypertrophic gastropathy
C0017155,Hypertrophic gastritis
C0017160,Gastroenteritis
C0017168,Gastroesophageal reflux disease
C0017178,Disorder of gastrointestinal tract
C0017185,Neoplasm of gastrointestinal tract
C0017205,Chronic non-neuropathic Gaucher's disease
C0017205,Gaucher's disease
C0017205,Kerasin thesaurismosis
C0017250,Gender identity disorder
C0017250,Psychosexual identity disorder
C0017327,Generalized atherosclerosis
C0017332,Generalized non-convulsive epilepsy
C0017377,Genetic anomaly of leukocyte
C0017407,Geniculate ganglionitis
C0017409,Herpes zoster auricularis
C0017411,Disorder of female genital organs
C0017411,Disorder of female genital system
C0017412,Disorder of male genital organ
C0017416,Neoplasm of female genital organ
C0017417,Neoplasm of male genital organ
C0017418,Primary genital syphilis
C0017455,Geotrichosis
C0017494,Aphasia-angular gyrus syndrome
C0017495,Gerstmann-Straussler-Scheinker syndrome
C0017525,Giant cell tumor
C0017531,Angiofollicular lymph node hyperplasia
C0017536,Giardiasis
C0017536,Infection by Giardia lamblia
C0017547,Gigantism
C0017551,Gilbert's syndrome
C0017563,Gingival disease
C0017567,Hypertrophy of gingiva
C0017570,Neoplasm of gum
C0017572,Gingival recession
C0017574,Gingivitis
C0017575,Acute necrotizing ulcerative gingivostomatitis
C0017575,Acute necrotizing ulcerative gingivitis
C0017575,Acute ulcerative gingivitis
C0017575,Necrotizing ulcerative gingivitis
C0017577,Chronic desquamative gingivitis
C0017589,Glanders
C0017601,Glaucoma
C0017605,Angle-closure glaucoma
C0017606,Primary angle-closure glaucoma
C0017609,Neovascular glaucoma
C0017612,Open-angle glaucoma
C0017612,Pigmentary glaucoma
C0017614,Glaucoma suspect
C0017636,Glioblastoma
C0017638,Glioma
C0017653,Glomus tumor
C0017657,Glomerulitis
C0017658,Glomerulonephritis
C0017661,IgA nephropathy
C0017662,Mesangiocapillary glomerulonephritis
C0017665,Membranous glomerulonephritis
C0017668,Focal glomerular sclerosis
C0017668,Focal segmental glomerulosclerosis
C0017671,Neoplasm of glomus jugulare
C0017671,Glomus jugulare tumor
C0017675,Glossitis
C0017677,Geographic tongue
C0017689,Glucagonoma
C0017689,Glucagonoma syndrome
C0017919,Glycogen storage disease
C0017920,"Glycogen storage disease, type I"
C0017920,Deficiency of glucose-6-phosphatase
C0017921,"Deficiency of glucan 1,4-alpha-glucosidase"
C0017921,Deficiency of alpha-glucosidase
C0017921,Generalized glycogenosis
C0017922,Glycogen storage disease type III
C0017923,"Deficiency of 1,4-alpha-glucan branching enzyme"
C0017923,"Glycogen storage disease, type IV"
C0017924,"Glycogen storage disease, type V"
C0017925,"Glycogen storage disease, type VI"
C0017926,"Glycogen storage disease, type VII"
C0017927,Hepatic glycogen phosphorylase kinase deficiency
C0017927,Glycogen storage disease type VIII
C0017980,Renal glycosuria
C0018013,Infection by Gnathostoma
C0018021,Goiter
C0018022,Endemic goiter
C0018022,Iodine-deficiency-related endemic goiter
C0018022,Simple goiter
C0018023,Nodular goiter
C0018024,Substernal goiter
C0018036,Goldblatt hypertension
C0018055,Mixed gonadal dysgenesis
C0018075,Gonococcal keratosis
C0018077,Gonococcal peritonitis
C0018078,Gonococcal urethritis
C0018079,Gonococcal vulvovaginitis
C0018081,Gonorrhea
C0018099,Gout
C0018121,Gradenigo's syndrome
C0018133,Graft versus host disease
C0018179,Granular corneal dystrophy
C0018190,Granuloma inguinale
C0018196,Laryngeal granuloma
C0018197,Lethal midline granuloma
C0018203,Chronic granulomatous disease
C0018204,Granulomatous prostatitis
C0018206,Granulosa cell tumor
C0018213,Graves' disease
C0018378,Guillain-Barré syndrome
C0018413,Gynandroblastoma
C0018418,Gynecomastia
C0018425,Gyrate atrophy
C0018482,Haemophilus infection
C0018500,Disorder of hair
C0018508,Hair nevus
C0018522,Hallermann-Streiff syndrome
C0018523,Pigmentary pallidal degeneration
C0018524,Hallucinations
C0018526,Hallucinogen abuse
C0018528,Hallucinogen dependence
C0018552,Hamartoma
C0018553,Cowden syndrome
C0018572,Enteroviral vesicular stomatitis with exanthem
C0018609,Neutral 1 amino acid transport defect
C0018609,"Deficiency of tryptophan 2,3-dioxygenase"
C0018621,Allergic rhinitis due to pollen
C0018621,Allergy to pollen
C0018621,Seasonal allergic rhinitis
C0018621,Seasonal allergy
C0018671,Neoplasm of head and neck
C0018672,Head-banging
C0018675,Neoplasm of head
C0018775,Bilateral hearing loss
C0018776,Central hearing loss
C0018777,Conductive hearing loss
C0018779,Psychogenic deafness
C0018780,Upper frequency deafness
C0018780,High frequency deafness
C0018784,Sensorineural hearing loss
C0018789,Aneurysm of heart
C0018790,Asystole
C0018790,Cardiac arrest
C0018794,Heart block
C0018799,Heart disease
C0018801,Heart failure
C0018802,Congestive heart failure
C0018809,Neoplasm of heart
C0018813,Rupture of heart
C0018824,Heart valve disorder
C0018852,Heavy chain disease
C0018854,Gamma heavy chain disease (clinical)
C0018862,Heberden node
C0018889,Helminth infection
C0018915,Hemangioendothelioma
C0018916,Hemangioma
C0018916,Benign hemangioma
C0018920,Cavernous hemangioma
C0018921,Acquired hemangiomatosis
C0018922,Hemangiopericytoma
C0018923,Hemangiosarcoma
C0018923,Angiosarcoma
C0018923,"Hemangioendothelioma, malignant"
C0018929,Siderosilicosis
C0018931,Male hematocele
C0018932,Hematochezia
C0018934,Retained menstruation
C0018939,Disorder of hematopoietic system
C0018939,Disease of blood AND/OR blood-forming organ
C0018949,Hematomyelia
C0018962,Hematosalpinx
C0018965,Hematuria syndrome
C0018965,Blood in urine
C0018975,Day blindness
C0018979,Hemianopia
C0018994,Hemobilia
C0018995,Hemochromatosis
C0018995,Bronze diabetes
C0019021,Hemoglobin C disease
C0019025,Hereditary persistence of fetal hemoglobin
C0019034,Sickle cell-hemoglobin C disease
C0019045,Hemoglobinopathy
C0019049,Hemoglobinuria due to hemolysis from external causes
C0019061,Hemolytic uremic syndrome
C0019068,Hemophagocytic lymphohistiocytosis due to infection
C0019069,Hereditary factor VIII deficiency disease
C0019077,Hemopneumothorax
C0019088,Hemorrhagic disease of the newborn due to vitamin K deficiency
C0019097,Infection caused by Junin virus
C0019097,Argentinian hemorrhagic fever
C0019099,Congo-Crimean hemorrhagic fever
C0019100,Dengue hemorrhagic fever
C0019101,Puumala virus nephropathy
C0019101,Hemorrhagic fever with renal syndrome
C0019103,Omsk hemorrhagic fever
C0019104,Viral hemorrhagic fever
C0019112,Hemorrhoids
C0019114,Hemosiderosis
C0019125,Hematotympanum
C0019147,Hepatic coma
C0019151,Hepatic encephalopathy
C0019151,Portal systemic encephalopathy
C0019154,Hepatic vein thrombosis
C0019156,Veno-occlusive disease of the liver
C0019158,Inflammatory disease of liver
C0019159,"Viral hepatitis, type A"
C0019163,Type B viral hepatitis
C0019187,Alcoholic hepatitis
C0019189,Chronic hepatitis
C0019196,Viral hepatitis C
C0019202,Wilson's disease
C0019202,Westphal-Strumpell syndrome
C0019212,Hepatorenal syndrome
C0019243,Hereditary angioedema
C0019247,Hereditary disease
C0019247,Genetic disease
C0019250,Hereditary factor I deficiency disease
C0019269,Hermaphroditism
C0019284,Diaphragmatic hernia
C0019295,Direct inguinal hernia
C0019296,Indirect inguinal hernia
C0019304,Ischiatic hernia
C0019304,Hernia through lesser sciatic foramen
C0019310,Obturator hernia
C0019311,Paraumbilical hernia
C0019317,Retroperitoneal hernia
C0019319,Scrotal hernia
C0019337,Heroin dependence
C0019338,Herpangina
C0019338,Vesicular pharyngitis
C0019342,Genital herpes simplex
C0019343,Herpes gestationis
C0019345,Herpes labialis
C0019348,Herpes simplex
C0019357,Ophthalmic herpes simplex
C0019357,Herpes simplex keratitis
C0019359,Visceral herpes simplex
C0019360,Herpes zoster
C0019364,Herpes zoster with ophthalmic complication
C0019364,Herpes zoster ophthalmicus
C0019372,Herpesvirus infection
C0019385,Herpetic meningoencephalitis
C0019386,Herpetic vulvovaginitis
C0019489,Deficiency of fructose-bisphosphatase
C0019522,Hidradenoma
C0019522,Sweat gland adenoma
C0019555,Congenital dislocation of hip
C0019562,Von Hippel-Lindau syndrome
C0019569,Hirschsprung's disease
C0019571,Pili multigemini
C0019571,Pili bifurcati
C0019572,Hirsutism
C0019575,Leech infestation
C0019613,Malignant histiocytic disorder
C0019618,Histiocytosis
C0019618,Histiocytic infiltrate
C0019621,Histiocytosis X syndrome
C0019621,Hand-Schüller-Christian disease
C0019621,Langerhans cell histiocytosis
C0019621,"Langerhans cell histiocytosis, multifocal"
C0019623,Malignant histiocytosis
C0019623,Malignant histiocytosis (clinical)
